state_id,state,district_id,district,discom_id,discom,consumer_category,band_type,hours,adjustment_type,value,applies_to,tariff_year,effective_from,official_source,data_status,notes
PB,Punjab,PB_BARNALA,Barnala,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_BATHINDA,Bathinda,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_FARIDKOT,Faridkot,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_FATEHGARH_SAHIB,Fatehgarh Sahib,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_FAZILKA,Fazilka,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_FEROZEPUR,Ferozepur,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_GURDASPUR,Gurdaspur,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_HOSHIARPUR,Hoshiarpur,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_JALANDHAR,Jalandhar,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_KAPURTHALA,Kapurthala,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_LUDHIANA,Ludhiana,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_MALERKOTLA,Malerkotla,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_MANSA,Mansa,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_MOGA,Moga,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_MUKTSAR,Muktsar,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_PATHANKOT,Pathankot,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_PATIALA,Patiala,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_RUPNAGAR,Rupnagar,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_SAHIBZADA_AJIT_SINGH_NAGAR,Sahibzada Ajit Singh Nagar,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_SANGRUR,Sangrur,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_SHAHEED_BHAGAT_SINGH_NAGAR,Shaheed Bhagat Singh Nagar,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
PB,Punjab,PB_TARN_TARAN,Tarn Taran,PB_PSPCL,PSPCL,Industrial,ToD,06:00-18:00; 18:00-22:00; 22:00-06:00,normal; peak surcharge; offpeak rebate,+20% peak; -0.50 Rs/kVAh offpeak (01-Apr to 15-Jun); +2.00 Rs/kVAh peak (16-Jun to 15-Oct); -1.00 Rs/kVAh offpeak (16-Oct to 31-Mar),All LS/MS consumers; current order also retains existing ToD for eligible NRS/BS >100 kVA,2026-27,2026-04-01,https://docs.pspcl.in/docs/cecommercial2620260316164758214.pdf,VERIFIED_OFFICIAL_SOURCE,PSERC FY2026-27 order continues existing ToD for NRS/BS consumers above 100 kVA and all LS/MS consumers; exact seasonal adjustments are from the official PSPCL/PSERC tariff material.
UK,Uttarakhand,UK_ALMORA,Almora,UK_UPCL,UPCL,Industrial,ToD_status,NOT_APPROVED_AS_NEW_GENERAL_TOD_FOR_OTHER_CATEGORIES,DEFERRED,NOT_SEPARATELY_SPECIFIED,Industrial tariff record; no unsupported slot-wise rate added,2026-27,2026-04-01,https://cdnbbsr.s3waas.gov.in/s3cf05968255451bdefe3c5bc64d550517/uploads/2026/01/20260102144277158.pdf,VERIFIED_OFFICIAL_SOURCE,UERC material states UPCL proposed ToD for categories other than agriculture and that approval for other categories was deferred because adequate slot-wise consumption data was unavailable; therefore no artificial industrial ToD slots are created.
UK,Uttarakhand,UK_BAGESHWAR,Bageshwar,UK_UPCL,UPCL,Industrial,ToD_status,NOT_APPROVED_AS_NEW_GENERAL_TOD_FOR_OTHER_CATEGORIES,DEFERRED,NOT_SEPARATELY_SPECIFIED,Industrial tariff record; no unsupported slot-wise rate added,2026-27,2026-04-01,https://cdnbbsr.s3waas.gov.in/s3cf05968255451bdefe3c5bc64d550517/uploads/2026/01/20260102144277158.pdf,VERIFIED_OFFICIAL_SOURCE,UERC material states UPCL proposed ToD for categories other than agriculture and that approval for other categories was deferred because adequate slot-wise consumption data was unavailable; therefore no artificial industrial ToD slots are created.
UK,Uttarakhand,UK_CHAMOLI,Chamoli,UK_UPCL,UPCL,Industrial,ToD_status,NOT_APPROVED_AS_NEW_GENERAL_TOD_FOR_OTHER_CATEGORIES,DEFERRED,NOT_SEPARATELY_SPECIFIED,Industrial tariff record; no unsupported slot-wise rate added,2026-27,2026-04-01,https://cdnbbsr.s3waas.gov.in/s3cf05968255451bdefe3c5bc64d550517/uploads/2026/01/20260102144277158.pdf,VERIFIED_OFFICIAL_SOURCE,UERC material states UPCL proposed ToD for categories other than agriculture and that approval for other categories was deferred because adequate slot-wise consumption data was unavailable; therefore no artificial industrial ToD slots are created.
UK,Uttarakhand,UK_CHAMPAWAT,Champawat,UK_UPCL,UPCL,Industrial,ToD_status,NOT_APPROVED_AS_NEW_GENERAL_TOD_FOR_OTHER_CATEGORIES,DEFERRED,NOT_SEPARATELY_SPECIFIED,Industrial tariff record; no unsupported slot-wise rate added,2026-27,2026-04-01,https://cdnbbsr.s3waas.gov.in/s3cf05968255451bdefe3c5bc64d550517/uploads/2026/01/20260102144277158.pdf,VERIFIED_OFFICIAL_SOURCE,UERC material states UPCL proposed ToD for categories other than agriculture and that approval for other categories was deferred because adequate slot-wise consumption data was unavailable; therefore no artificial industrial ToD slots are created.
UK,Uttarakhand,UK_DEHRADUN,Dehradun,UK_UPCL,UPCL,Industrial,ToD_status,NOT_APPROVED_AS_NEW_GENERAL_TOD_FOR_OTHER_CATEGORIES,DEFERRED,NOT_SEPARATELY_SPECIFIED,Industrial tariff record; no unsupported slot-wise rate added,2026-27,2026-04-01,https://cdnbbsr.s3waas.gov.in/s3cf05968255451bdefe3c5bc64d550517/uploads/2026/01/20260102144277158.pdf,VERIFIED_OFFICIAL_SOURCE,UERC material states UPCL proposed ToD for categories other than agriculture and that approval for other categories was deferred because adequate slot-wise consumption data was unavailable; therefore no artificial industrial ToD slots are created.
